"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2003","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","17 572",""
"2003","France","Number","Females","Total","Influenza","283",""
"2003","France","Number","Females","Total","Pneumonia","6 578",""
"2003","France","Number","Females","Total","Chronic lower respiratory diseases","3 714",""
"2003","France","Number","Females","Total","Asthma and status asthmaticus","895",""
"2003","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","11 556",""
"2003","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","481",""
"2003","France","Number","Females","Total","Chronic liver disease","2 479",""
"2003","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 680",""
"2003","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 594",""
"2003","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","555",""
"2003","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 437",""
"2003","France","Number","Females","Total","Diseases of kidney and ureter","3 269",""
"2003","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","66",""
"2003","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","673",""
"2003","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","774",""
"2003","France","Number","Females","Total","Congenital malformations of the nervous system","82",""
"2003","France","Number","Females","Total","Congenital malformations of the circulatory system","287",""
"2003","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","22 274",""
"2003","France","Number","Females","Total","Sudden infant death syndrome","90",""
"2003","France","Number","Females","Total","Ill-defined and unknown causes of mortality","6 174",""
"2003","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","17 542",""
"2003","France","Number","Females","Total","Accidents","13 624",""
"2003","France","Number","Females","Total","Transport accidents (V01-V99)","1 538",""
"2003","France","Number","Females","Total","Falls","3 149",""
"2003","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","507",""
"2003","France","Number","Females","Total","Intentional self-harm","2 864",""
"2003","France","Number","Females","Total","Assault","197",""
"2003","France","Number","Females","Total","Event of undetermined intent","121",""
"2004","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","268 653",""
"2004","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5 067",""
"2004","France","Number","Males","Total","Tuberculosis","433",""
"2004","France","Number","Males","Total","Meningococcal infection","18",""
"2004","France","Number","Males","Total","Viral hepatitis","399",""
"2004","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","766",""
"2004","France","Number","Males","Total","Neoplasms","92 071",""
"2004","France","Number","Males","Total","Malignant neoplasms (C00-C97)","88 852",""
"2004","France","Number","Males","Total","Malignant neoplasm of lip, oral cavity, pharynx","3 623",""
"2004","France","Number","Males","Total","Malignant neoplasm of oesophagus","3 257",""
"2004","France","Number","Males","Total","Malignant neoplasm of stomach","3 216",""
"2004","France","Number","Males","Total","Malignant neoplasm of colon","6 541",""
"2004","France","Number","Males","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","2 363",""
"2004","France","Number","Males","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5 345",""
"2004","France","Number","Males","Total","Malignant neoplasm of pancreas","4 088",""
"2004","France","Number","Males","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","22 965",""
"2004","France","Number","Males","Total","Malignant melanoma of skin","775",""
"2004","France","Number","Males","Total","Malignant neoplasm of breast","206",""
"2004","France","Number","Males","Total","Malignant neoplasm of cervix uteri",":",""
"2004","France","Number","Males","Total","Malignant neoplasm of other parts of uterus",":",""
"2004","France","Number","Males","Total","Malignant neoplasm of ovary",":",""
"2004","France","Number","Males","Total","Malignant neoplasm of prostate","9 398",""
"2004","France","Number","Males","Total","Malignant neoplasm of kidney, except renal pelvis","1 960",""
"2004","France","Number","Males","Total","Malignant neoplasm of bladder","3 460",""
"2004","France","Number","Males","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 625",""
"2004","France","Number","Males","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 003",""
"2004","France","Number","Males","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","8 426",""
"2004","France","Number","Males","Total","Diabetes mellitus","5 344",""
"2004","France","Number","Males","Total","Mental and behavioural disorders (F00-F99)","6 921",""
"2004","France","Number","Males","Total","Mental and behavioural disorders due to use of alcohol","2 371",""
"2004","France","Number","Males","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","144",""
"2004","France","Number","Males","Total","Diseases of the nervous system and the sense organs (G00-H95)","9 980",""
"2004","France","Number","Males","Total","Meningitis","83",""
"2004","France","Number","Males","Total","Diseases of the circulatory system (I00-I99)","70 815",""
"2004","France","Number","Males","Total","Ischaemic heart diseases","23 420",""
"2004","France","Number","Males","Total","Other heart diseases (I30-I33, I39-I52)","18 837",""
"2004","France","Number","Males","Total","Cerebrovascular diseases","14 515",""
"2004","France","Number","Males","Total","Diseases of the respiratory system (J00-J99)","16 230",""
"2004","France","Number","Males","Total","Influenza","56",""
"2004","France","Number","Males","Total","Pneumonia","4 506",""
"2004","France","Number","Males","Total","Chronic lower respiratory diseases","5 446",""
"2004","France","Number","Males","Total","Asthma and status asthmaticus","410",""
"2004","France","Number","Males","Total","Diseases of the digestive system (K00-K93)","12 538",""
"2004","France","Number","Males","Total","Ulcer of stomach, duodenum and jejunum","412",""
"2004","France","Number","Males","Total","Chronic liver disease","5 601",""
"2004","France","Number","Males","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","555",""
"2004","France","Number","Males","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","1 251",""
"2004","France","Number","Males","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","152",""
"2004","France","Number","Males","Total","Diseases of the genitourinary system  (N00-N99)","3 973",""
"2004","France","Number","Males","Total","Diseases of kidney and ureter","3 106",""
"2004","France","Number","Males","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"2004","France","Number","Males","Total","Certain conditions originating in the perinatal period (P00-P96)","889",""
"2004","France","Number","Males","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","831",""
"2004","France","Number","Males","Total","Congenital malformations of the nervous system","87",""
"2004","France","Number","Males","Total","Congenital malformations of the circulatory system","340",""
"2004","France","Number","Males","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","14 974",""
"2004","France","Number","Males","Total","Sudden infant death syndrome","160",""
"2004","France","Number","Males","Total","Ill-defined and unknown causes of mortality","6 642",""
"2004","France","Number","Males","Total","External causes of morbidity and mortality (V01-Y89)","23 129",""
"2004","France","Number","Males","Total","Accidents","13 599",""
"2004","France","Number","Males","Total","Transport accidents (V01-V99)","4 237",""
"2004","France","Number","Males","Total","Falls","2 625",""
"2004","France","Number","Males","Total","Accidental poisoning by and exposure to noxious substances","467",""
"2004","France","Number","Males","Total","Intentional self-harm","8 000",""
"2004","France","Number","Males","Total","Assault","311",""
"2004","France","Number","Males","Total","Event of undetermined intent","399",""
"2004","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","250 788",""
"2004","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","4 824",""
"2004","France","Number","Females","Total","Tuberculosis","404",""
"2004","France","Number","Females","Total","Meningococcal infection","18",""
"2004","France","Number","Females","Total","Viral hepatitis","342",""
"2004","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","252",""
"2004","France","Number","Females","Total","Neoplasms","62 907",""
"2004","France","Number","Females","Total","Malignant neoplasms (C00-C97)","59 794",""
"2004","France","Number","Females","Total","Malignant neoplasm of lip, oral cavity, pharynx","740",""
"2004","France","Number","Females","Total","Malignant neoplasm of oesophagus","697",""
"2004","France","Number","Females","Total","Malignant neoplasm of stomach","1 894",""
"2004","France","Number","Females","Total","Malignant neoplasm of colon","5 853",""
"2004","France","Number","Females","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","1 879",""
"2004","France","Number","Females","Total","Malignant neoplasm of liver and intrahepatic bile ducts","1 839",""
"2004","France","Number","Females","Total","Malignant neoplasm of pancreas","3 773",""
"2004","France","Number","Females","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","5 677",""
"2004","France","Number","Females","Total","Malignant melanoma of skin","661",""
"2004","France","Number","Females","Total","Malignant neoplasm of breast","11 333",""
"2004","France","Number","Females","Total","Malignant neoplasm of cervix uteri","768",""
"2004","France","Number","Females","Total","Malignant neoplasm of other parts of uterus","2 254",""
"2004","France","Number","Females","Total","Malignant neoplasm of ovary","3 272",""
"2004","France","Number","Females","Total","Malignant neoplasm of prostate",":",""
"2004","France","Number","Females","Total","Malignant neoplasm of kidney, except renal pelvis","1 089",""
"2004","France","Number","Females","Total","Malignant neoplasm of bladder","1 153",""
"2004","France","Number","Females","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","5 894",""
"2004","France","Number","Females","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 161",""
"2004","France","Number","Females","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","11 101",""
"2004","France","Number","Females","Total","Diabetes mellitus","6 053",""
"2004","France","Number","Females","Total","Mental and behavioural disorders (F00-F99)","9 372",""
"2004","France","Number","Females","Total","Mental and behavioural disorders due to use of alcohol","581",""
"2004","France","Number","Females","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","22",""
"2004","France","Number","Females","Total","Diseases of the nervous system and the sense organs (G00-H95)","13 853",""
"2004","France","Number","Females","Total","Meningitis","97",""
"2004","France","Number","Females","Total","Diseases of the circulatory system (I00-I99)","79 510",""
"2004","France","Number","Females","Total","Ischaemic heart diseases","17 812",""
"2004","France","Number","Females","Total","Other heart diseases (I30-I33, I39-I52)","24 405",""
"2004","France","Number","Females","Total","Cerebrovascular diseases","20 024",""
"2004","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","14 563",""
"2004","France","Number","Females","Total","Influenza","107",""
"2004","France","Number","Females","Total","Pneumonia","5 176",""
"2004","France","Number","Females","Total","Chronic lower respiratory diseases","3 286",""
"2004","France","Number","Females","Total","Asthma and status asthmaticus","753",""
"2004","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","10 809",""
"2004","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","431",""
"2004","France","Number","Females","Total","Chronic liver disease","2 327",""
"2004","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 354",""
"2004","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 279",""
"2004","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","475",""
"2004","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 052",""
"2004","France","Number","Females","Total","Diseases of kidney and ureter","3 194",""
"2004","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","61",""
"2004","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","676",""
"2004","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","745",""
"2004","France","Number","Females","Total","Congenital malformations of the nervous system","74",""
"2004","France","Number","Females","Total","Congenital malformations of the circulatory system","293",""
"2004","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","18 342",""
"2004","France","Number","Females","Total","Sudden infant death syndrome","106",""
"2004","France","Number","Females","Total","Ill-defined and unknown causes of mortality","5 143",""
"2004","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","15 179",""
"2004","France","Number","Females","Total","Accidents","11 078",""
"2004","France","Number","Females","Total","Transport accidents (V01-V99)","1 390",""
"2004","France","Number","Females","Total","Falls","2 799",""
"2004","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","466",""
"2004","France","Number","Females","Total","Intentional self-harm","2 979",""
"2004","France","Number","Females","Total","Assault","213",""
"2004","France","Number","Females","Total","Event of undetermined intent","87",""
"2005","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","276 553",""
"2005","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5 206",""
"2005","France","Number","Males","Total","Tuberculosis","443",""
"2005","France","Number","Males","Total","Meningococcal infection","12",""
"2005","France","Number","Males","Total","Viral hepatitis","430",""
"2005","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","685",""
"2005","France","Number","Males","Total","Neoplasms","93 550",""
"2005","France","Number","Males","Total","Malignant neoplasms (C00-C97)","90 157",""
"2005","France","Number","Males","Total","Malignant neoplasm of lip, oral cavity, pharynx","3 442",""
"2005","France","Number","Males","Total","Malignant neoplasm of oesophagus","3 323",""
"2005","France","Number","Males","Total","Malignant neoplasm of stomach","3 177",""
"2005","France","Number","Males","Total","Malignant neoplasm of colon","6 461",""
"2005","France","Number","Males","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","2 395",""
"2005","France","Number","Males","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5 516",""
"2005","France","Number","Males","Total","Malignant neoplasm of pancreas","4 235",""
"2005","France","Number","Males","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","23 467",""
"2005","France","Number","Males","Total","Malignant melanoma of skin","810",""
"2005","France","Number","Males","Total","Malignant neoplasm of breast","203",""
"2005","France","Number","Males","Total","Malignant neoplasm of cervix uteri",":",""
"2005","France","Number","Males","Total","Malignant neoplasm of other parts of uterus",":",""
"2005","France","Number","Males","Total","Malignant neoplasm of ovary",":",""
"2005","France","Number","Males","Total","Malignant neoplasm of prostate","9 393",""
"2005","France","Number","Males","Total","Malignant neoplasm of kidney, except renal pelvis","1 977",""
"2005","France","Number","Males","Total","Malignant neoplasm of bladder","3 611",""
"2005","France","Number","Males","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 785",""
"2005","France","Number","Males","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","983",""
"2005","France","Number","Males","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","8 597",""
"2005","France","Number","Males","Total","Diabetes mellitus","5 594",""
"2005","France","Number","Males","Total","Mental and behavioural disorders (F00-F99)","7 424",""
"2005","France","Number","Males","Total","Mental and behavioural disorders due to use of alcohol","2 534",""
"2005","France","Number","Males","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","145",""
"2005","France","Number","Males","Total","Diseases of the nervous system and the sense organs (G00-H95)","11 207",""
"2005","France","Number","Males","Total","Meningitis","83",""
"2005","France","Number","Males","Total","Diseases of the circulatory system (I00-I99)","71 557",""
"2005","France","Number","Males","Total","Ischaemic heart diseases","23 300",""
"2005","France","Number","Males","Total","Other heart diseases (I30-I33, I39-I52)","19 344",""
"2005","France","Number","Males","Total","Cerebrovascular diseases","14 844",""
"2005","France","Number","Males","Total","Diseases of the respiratory system (J00-J99)","18 366",""
"2005","France","Number","Males","Total","Influenza","368",""
"2005","France","Number","Males","Total","Pneumonia","5 225",""
"2005","France","Number","Males","Total","Chronic lower respiratory diseases","6 026",""
"2005","France","Number","Males","Total","Asthma and status asthmaticus","433",""
"2005","France","Number","Males","Total","Diseases of the digestive system (K00-K93)","12 758",""
"2005","France","Number","Males","Total","Ulcer of stomach, duodenum and jejunum","466",""
"2005","France","Number","Males","Total","Chronic liver disease","5 579",""
"2005","France","Number","Males","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","535",""
"2005","France","Number","Males","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","1 256",""
"2005","France","Number","Males","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","149",""
"2005","France","Number","Males","Total","Diseases of the genitourinary system  (N00-N99)","4 184",""
"2005","France","Number","Males","Total","Diseases of kidney and ureter","3 228",""
"2005","France","Number","Males","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"2005","France","Number","Males","Total","Certain conditions originating in the perinatal period (P00-P96)","867",""
"2005","France","Number","Males","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","828",""
"2005","France","Number","Males","Total","Congenital malformations of the nervous system","63",""
"2005","France","Number","Males","Total","Congenital malformations of the circulatory system","312",""
"2005","France","Number","Males","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","15 836",""
"2005","France","Number","Males","Total","Sudden infant death syndrome","165",""
"2005","France","Number","Males","Total","Ill-defined and unknown causes of mortality","7 084",""
"2005","France","Number","Males","Total","External causes of morbidity and mortality (V01-Y89)","23 399",""
"2005","France","Number","Males","Total","Accidents","13 944",""
"2005","France","Number","Males","Total","Transport accidents (V01-V99)","4 204",""
"2005","France","Number","Males","Total","Falls","2 635",""
"2005","France","Number","Males","Total","Accidental poisoning by and exposure to noxious substances","571",""
"2005","France","Number","Males","Total","Intentional self-harm","7 958",""
"2005","France","Number","Males","Total","Assault","326",""
"2005","France","Number","Males","Total","Event of undetermined intent","376",""
"2005","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","261 633",""
"2005","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","5 063",""
"2005","France","Number","Females","Total","Tuberculosis","418",""
"2005","France","Number","Females","Total","Meningococcal infection","19",""
"2005","France","Number","Females","Total","Viral hepatitis","355",""
"2005","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","232",""
"2005","France","Number","Females","Total","Neoplasms","64 281",""
"2005","France","Number","Females","Total","Malignant neoplasms (C00-C97)","61 027",""
"2005","France","Number","Females","Total","Malignant neoplasm of lip, oral cavity, pharynx","754",""
"2005","France","Number","Females","Total","Malignant neoplasm of oesophagus","674",""
"2005","France","Number","Females","Total","Malignant neoplasm of stomach","1 867",""
"2005","France","Number","Females","Total","Malignant neoplasm of colon","5 990",""
"2005","France","Number","Females","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","1 968",""
"2005","France","Number","Females","Total","Malignant neoplasm of liver and intrahepatic bile ducts","1 922",""
"2005","France","Number","Females","Total","Malignant neoplasm of pancreas","3 907",""
"2005","France","Number","Females","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","6 127",""
"2005","France","Number","Females","Total","Malignant melanoma of skin","716",""
"2005","France","Number","Females","Total","Malignant neoplasm of breast","11 466",""
"2005","France","Number","Females","Total","Malignant neoplasm of cervix uteri","761",""
"2005","France","Number","Females","Total","Malignant neoplasm of other parts of uterus","2 288",""
"2005","France","Number","Females","Total","Malignant neoplasm of ovary","3 349",""
"2005","France","Number","Females","Total","Malignant neoplasm of prostate",":",""
"2005","France","Number","Females","Total","Malignant neoplasm of kidney, except renal pelvis","1 156",""
"2005","France","Number","Females","Total","Malignant neoplasm of bladder","1 139",""
"2005","France","Number","Females","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 018",""
"2005","France","Number","Females","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 231",""
"2005","France","Number","Females","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","11 367",""
"2005","France","Number","Females","Total","Diabetes mellitus","6 210",""
"2005","France","Number","Females","Total","Mental and behavioural disorders (F00-F99)","9 949",""
"2005","France","Number","Females","Total","Mental and behavioural disorders due to use of alcohol","639",""
"2005","France","Number","Females","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","30",""
"2005","France","Number","Females","Total","Diseases of the nervous system and the sense organs (G00-H95)","15 615",""
"2005","France","Number","Females","Total","Meningitis","79",""
"2005","France","Number","Females","Total","Diseases of the circulatory system (I00-I99)","81 322",""
"2005","France","Number","Females","Total","Ischaemic heart diseases","17 842",""
"2005","France","Number","Females","Total","Other heart diseases (I30-I33, I39-I52)","25 664",""
"2005","France","Number","Females","Total","Cerebrovascular diseases","20 076",""
"2005","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","17 268",""
"2005","France","Number","Females","Total","Influenza","643",""
"2005","France","Number","Females","Total","Pneumonia","6 132",""
"2005","France","Number","Females","Total","Chronic lower respiratory diseases","3 676",""
"2005","France","Number","Females","Total","Asthma and status asthmaticus","758",""
"2005","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","10 950",""
"2005","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","423",""
"2005","France","Number","Females","Total","Chronic liver disease","2 340",""
"2005","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 256",""
"2005","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 370",""
"2005","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","510",""
"2005","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 386",""
"2005","France","Number","Females","Total","Diseases of kidney and ureter","3 411",""
"2005","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","47",""
"2005","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","661",""
"2005","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","717",""
"2005","France","Number","Females","Total","Congenital malformations of the nervous system","59",""
"2005","France","Number","Females","Total","Congenital malformations of the circulatory system","268",""
"2005","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","19 781",""
"2005","France","Number","Females","Total","Sudden infant death syndrome","94",""
"2005","France","Number","Females","Total","Ill-defined and unknown causes of mortality","5 884",""
"2005","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","15 369",""
"2005","France","Number","Females","Total","Accidents","11 370",""
"2005","France","Number","Females","Total","Transport accidents (V01-V99)","1 404",""
"2005","France","Number","Females","Total","Falls","2 775",""
"2005","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","464",""
"2005","France","Number","Females","Total","Intentional self-harm","2 937",""
"2005","France","Number","Females","Total","Assault","168",""
"2005","France","Number","Females","Total","Event of undetermined intent","67",""
"2006","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","271 406",""
"2006","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5 331",""
"2006","France","Number","Males","Total","Tuberculosis","402",""
"2006","France","Number","Males","Total","Meningococcal infection","14",""
"2006","France","Number","Males","Total","Viral hepatitis","407",""
"2006","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","668",""
"2006","France","Number","Males","Total","Neoplasms","93 207",""
"2006","France","Number","Males","Total","Malignant neoplasms (C00-C97)","89 915",""
"2006","France","Number","Males","Total","Malignant neoplasm of lip, oral cavity, pharynx","3 473",""
"2006","France","Number","Males","Total","Malignant neoplasm of oesophagus","3 193",""
"2006","France","Number","Males","Total","Malignant neoplasm of stomach","3 166",""
"2006","France","Number","Males","Total","Malignant neoplasm of colon","6 379",""
"2006","France","Number","Males","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","2 422",""
"2006","France","Number","Males","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5 578",""
"2006","France","Number","Males","Total","Malignant neoplasm of pancreas","4 307",""
"2006","France","Number","Males","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","23 519",""
"2006","France","Number","Males","Total","Malignant melanoma of skin","818",""
"2006","France","Number","Males","Total","Malignant neoplasm of breast","191",""
"2006","France","Number","Males","Total","Malignant neoplasm of cervix uteri",":",""
"2006","France","Number","Males","Total","Malignant neoplasm of other parts of uterus",":",""
"2006","France","Number","Males","Total","Malignant neoplasm of ovary",":",""
"2006","France","Number","Males","Total","Malignant neoplasm of prostate","9 236",""
"2006","France","Number","Males","Total","Malignant neoplasm of kidney, except renal pelvis","2 034",""
"2006","France","Number","Males","Total","Malignant neoplasm of bladder","3 579",""
"2006","France","Number","Males","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 836",""
"2006","France","Number","Males","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","962",""
"2006","France","Number","Males","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","8 372",""
"2006","France","Number","Males","Total","Diabetes mellitus","5 433",""
"2006","France","Number","Males","Total","Mental and behavioural disorders (F00-F99)","7 201",""
"2006","France","Number","Males","Total","Mental and behavioural disorders due to use of alcohol","2 477",""
"2006","France","Number","Males","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","176",""
"2006","France","Number","Males","Total","Diseases of the nervous system and the sense organs (G00-H95)","11 398",""
"2006","France","Number","Males","Total","Meningitis","78",""
"2006","France","Number","Males","Total","Diseases of the circulatory system (I00-I99)","69 625",""
"2006","France","Number","Males","Total","Ischaemic heart diseases","22 363",""
"2006","France","Number","Males","Total","Other heart diseases (I30-I33, I39-I52)","18 915",""
"2006","France","Number","Males","Total","Cerebrovascular diseases","14 235",""
"2006","France","Number","Males","Total","Diseases of the respiratory system (J00-J99)","16 581",""
"2006","France","Number","Males","Total","Influenza","50",""
"2006","France","Number","Males","Total","Pneumonia","4 653",""
"2006","France","Number","Males","Total","Chronic lower respiratory diseases","5 511",""
"2006","France","Number","Males","Total","Asthma and status asthmaticus","388",""
"2006","France","Number","Males","Total","Diseases of the digestive system (K00-K93)","12 758",""
"2006","France","Number","Males","Total","Ulcer of stomach, duodenum and jejunum","398",""
"2006","France","Number","Males","Total","Chronic liver disease","5 554",""
"2006","France","Number","Males","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","546",""
"2006","France","Number","Males","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","1 234",""
"2006","France","Number","Males","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","137",""
"2006","France","Number","Males","Total","Diseases of the genitourinary system  (N00-N99)","4 192",""
"2006","France","Number","Males","Total","Diseases of kidney and ureter","3 258",""
"2006","France","Number","Males","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"2006","France","Number","Males","Total","Certain conditions originating in the perinatal period (P00-P96)","910",""
"2006","France","Number","Males","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","843",""
"2006","France","Number","Males","Total","Congenital malformations of the nervous system","84",""
"2006","France","Number","Males","Total","Congenital malformations of the circulatory system","330",""
"2006","France","Number","Males","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","15 332",""
"2006","France","Number","Males","Total","Sudden infant death syndrome","144",""
"2006","France","Number","Males","Total","Ill-defined and unknown causes of mortality","6 860",""
"2006","France","Number","Males","Total","External causes of morbidity and mortality (V01-Y89)","22 914",""
"2006","France","Number","Males","Total","Accidents","13 524",""
"2006","France","Number","Males","Total","Transport accidents (V01-V99)","3 828",""
"2006","France","Number","Males","Total","Falls","2 610",""
"2006","France","Number","Males","Total","Accidental poisoning by and exposure to noxious substances","555",""
"2006","France","Number","Males","Total","Intentional self-harm","7 740",""
"2006","France","Number","Males","Total","Assault","327",""
"2006","France","Number","Males","Total","Event of undetermined intent","414",""
"2006","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","255 160",""
"2006","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","4 961",""
"2006","France","Number","Females","Total","Tuberculosis","341",""
"2006","France","Number","Females","Total","Meningococcal infection","17",""
"2006","France","Number","Females","Total","Viral hepatitis","335",""
"2006","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","218",""
"2006","France","Number","Females","Total","Neoplasms","64 651",""
"2006","France","Number","Females","Total","Malignant neoplasms (C00-C97)","61 464",""
"2006","France","Number","Females","Total","Malignant neoplasm of lip, oral cavity, pharynx","734",""
"2006","France","Number","Females","Total","Malignant neoplasm of oesophagus","719",""
"2006","France","Number","Females","Total","Malignant neoplasm of stomach","1 784",""
