company;company_id;business_account_name;business_account_id;campaign_id;campaign;creative_id;article_title;sponsored_update_text;sponsored_date;viral;impressions;clicks;likes;shares;comments;follows;total_revenue;Imps ;Clics;Social Actions;Social Actions 2;revenue;Campaign total Budget;creative link;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;113651171;01_US_Digital Customer Experience_CPM;26810671;Forbes | Why You Should Welcome Difficult Customers...;From Content Loop, powered by Capgemini, the only continuous source of business and technology news...;2014-03-03 06:47:09;sponsored;1;0;0;0;0;0;0,01996; 	1   ; 	-     ; 	-     ; 	-     ; $US	0,01 ; $US	12 000,00 ;http://www.content-loop.com/why-you-should-welcome-difficult-customers/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34154701;;;2014-08-25 04:40:51;viral;4410;62;3;0;0;0;0; 	4 410   ; 	62   ; 	3   ; 	3   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/6-things-dont-realize-negotiate-work/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34120221;;;2014-08-25 04:40:51;sponsored;935881;13385;301;44;35;104;23875,14511; 	928 096   ; 	13 275   ; 	484   ; 	486   ; $US	18 739,21 ; $US	76 009,64 ;http://www.content-loop.com/top-10-ways-make-boss-love/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34120221;;;2014-08-25 04:40:51;viral;19209;319;3;0;1;1;0; 	19 209   ; 	319   ; 	5   ; 	5   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/top-10-ways-make-boss-love/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34089551;The Daily Telegraph | How Google passed its driving test - just...;http://lnkd.in/dGXFZ8p...;2014-08-25 04:40:51;sponsored;4167;9;0;0;0;1;76,07724; 	4 110   ; 	8   ; 	1   ; 	1   ; $US	58,38 ; $US	76 009,64 ;http://www.content-loop.com/google-passed-driving-test-just/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34089461;Fast Company | Why Bitcoin Is Poised To Win Big In Las Vegas...;http://lnkd.in/d-SQz6c...;2014-08-25 04:40:51;sponsored;4222;5;0;0;0;0;77,3097; 	4 179   ; 	5   ; 	-     ; 	-     ; $US	59,54 ; $US	76 009,64 ;http://www.content-loop.com/bitcoin-poised-win-big-las-vegas/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;34089301;MIT Tech Review | Robots That Learn Through Repetition Not Programming...;MIT Technology Review | Robots That Learn Through Repetition, Not Programming...;2014-08-25 04:40:51;sponsored;4183;0;0;0;0;0;76,64495; 	4 119   ; 	-     ; 	-     ; 	-     ; $US	58,70 ; $US	76 009,64 ;http://www.content-loop.com/robots-learn-repetition-programming/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33969281;The Daily Telegraph | Apple's new 'iWatch' could land you in jail...;The Daily Telegraph | Apple's new 'iWatch' could land you two years in jail...;2014-08-25 04:40:51;sponsored;8736;51;0;0;2;0;162,22958; 	8 631   ; 	51   ; 	2   ; 	2   ; $US	124,69 ; $US	76 009,64 ;http://www.content-loop.com/apples-new-iwatch-land-two-years-jail/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33969281;The Daily Telegraph | Apple's new 'iWatch' could land you in jail...;The Daily Telegraph | Apple's new 'iWatch' could land you two years in jail...;2014-08-25 04:40:51;viral;95;0;0;0;0;0;0; 	95   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/apples-new-iwatch-land-two-years-jail/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33846591;Fast Company | The Upsides Of Being A Non-Technical CEO...;http://lnkd.in/dHbTj4Y...;2014-08-25 04:40:51;sponsored;5830;14;1;0;0;1;114,82129; 	5 776   ; 	14   ; 	2   ; 	2   ; $US	88,35 ; $US	76 009,64 ;http://www.content-loop.com/upsides-non-technical-ceo/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33846591;Fast Company | The Upsides Of Being A Non-Technical CEO...;http://lnkd.in/dHbTj4Y...;2014-08-25 04:40:51;viral;21;0;0;0;0;0;0; 	21   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/upsides-non-technical-ceo/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33846281;The Daily Telegraph | Sir Richard Branson: Want to be an entrepreneur?...;The Daily Telegraph | Sir Richard Branson: Want to be an entrepreneur? Start at primary school...;2014-08-25 04:40:51;sponsored;5971;13;1;0;0;1;118,37062; 	5 915   ; 	13   ; 	2   ; 	2   ; $US	91,04 ; $US	76 009,64 ;http://www.content-loop.com/sir-richard-branson-want-entrepreneur-start-primary-school/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33846281;The Daily Telegraph | Sir Richard Branson: Want to be an entrepreneur?...;The Daily Telegraph | Sir Richard Branson: Want to be an entrepreneur? Start at primary school...;2014-08-25 04:40:51;viral;4;0;0;0;0;0;0; 	4   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/sir-richard-branson-want-entrepreneur-start-primary-school/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33783551;ReadWrite | What Apple Didn't Announce...;ReadWrite | What Apple Didn't Announce...;2014-08-25 04:40:51;sponsored;58833;493;2;1;1;1;1122,30045; 	58 100   ; 	491   ; 	5   ; 	6   ; $US	864,45 ; $US	76 009,64 ;http://www.content-loop.com/apple-didnt-announce/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33783551;ReadWrite | What Apple Didn't Announce...;ReadWrite | What Apple Didn't Announce...;2014-08-25 04:40:51;viral;391;3;0;0;0;0;0; 	391   ; 	3   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/apple-didnt-announce/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33726421;Lifehacker | Everything Apple Announced Today That Actually Matters...;http://lnkd.in/dActcmP...;2014-08-25 04:40:51;sponsored;4302;19;0;0;0;0;82,05844; 	4 164   ; 	19   ; 	-     ; 	-     ; $US	61,30 ; $US	76 009,64 ;http://www.content-loop.com/everything-apple-announced-today-actually-matters/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33726171;ReadWrite | HowAnd WhyApples Trying To Take Over Your Life...;http://lnkd.in/dTm9c8H...;2014-08-25 04:40:51;sponsored;4329;17;1;0;0;0;82,659; 	4 177   ; 	16   ; 	1   ; 	1   ; $US	61,54 ; $US	76 009,64 ;http://www.content-loop.com/apples-trying-take-life/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33726171;ReadWrite | HowAnd WhyApples Trying To Take Over Your Life...;http://lnkd.in/dTm9c8H...;2014-08-25 04:40:51;viral;98;1;0;0;0;0;0; 	98   ; 	1   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/apples-trying-take-life/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33662631;BI, Big Data & Analytics...;Our BI, Business Analytics & Big Data practice helps you turn shapeless data into actionable insight...;2014-08-25 04:40:51;sponsored;8176;14;0;0;0;1;175,64127; 	7 887   ; 	13   ; 	1   ; 	1   ; $US	130,93 ; $US	76 009,64 ;http://ow.ly/A15cU;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33662581;LifeHacker | How to Keep Going When You're Demotivated at Work...;http://lnkd.in/dcXRgzX...;2014-08-25 04:40:51;sponsored;1086280;10432;239;68;50;54;23433,80933; 	1 072 870   ; 	10 278   ; 	411   ; 	423   ; $US	18 239,92 ; $US	76 009,64 ;http://www.content-loop.com/keep-going-youre-demotivated-work/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33662581;LifeHacker | How to Keep Going When You're Demotivated at Work...;http://lnkd.in/dcXRgzX...;2014-08-25 04:40:51;viral;19237;343;12;0;4;0;0; 	19 237   ; 	343   ; 	16   ; 	16   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/keep-going-youre-demotivated-work/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33496901;ReadWrite | What Fashionistas Want In A Wearable...;http://lnkd.in/dyP3cX3...;2014-08-25 04:40:51;sponsored;9221;15;1;0;0;1;171,51303; 	8 899   ; 	14   ; 	2   ; 	2   ; $US	127,90 ; $US	76 009,64 ;http://www.content-loop.com/fashionistas-want-wearable/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33496901;ReadWrite | What Fashionistas Want In A Wearable...;http://lnkd.in/dyP3cX3...;2014-08-25 04:40:51;viral;40;1;0;0;0;0;0; 	40   ; 	1   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/fashionistas-want-wearable/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33496831;Forbes | Technology Companies Need To Give Us All A Better Default...;http://lnkd.in/dN5iJzi...;2014-08-25 04:40:51;sponsored;9175;14;0;0;0;3;171,54406; 	8 822   ; 	14   ; 	3   ; 	3   ; $US	127,39 ; $US	76 009,64 ;http://www.content-loop.com/technology-companies-need-give-us-better-default/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33426811;LifeHacker | Find Your Optimal Work Environment and Boost Productivity...;LifeHacker | How to Find Your Optimal Work Environment and Boost Productivity...;2014-08-25 04:40:51;sponsored;17393;92;3;1;0;2;328,8007; 	16 691   ; 	90   ; 	6   ; 	6   ; $US	243,64 ; $US	76 009,64 ;http://www.content-loop.com/find-optimal-work-environment-boost-productivity/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33426811;LifeHacker | Find Your Optimal Work Environment and Boost Productivity...;LifeHacker | How to Find Your Optimal Work Environment and Boost Productivity...;2014-08-25 04:40:51;viral;103;1;0;0;0;0;0; 	103   ; 	1   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/find-optimal-work-environment-boost-productivity/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33426651;ReadWrite | The Internet Of Things Will Be Huge, And So Will Hadoop...;http://lnkd.in/dhxVb_k...;2014-08-25 04:40:51;sponsored;12732;40;2;1;1;2;235,35603; 	12 286   ; 	40   ; 	6   ; 	6   ; $US	175,50 ; $US	76 009,64 ;http://www.content-loop.com/internet-things-will-huge-will-hadoop/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33426651;ReadWrite | The Internet Of Things Will Be Huge, And So Will Hadoop...;http://lnkd.in/dhxVb_k...;2014-08-25 04:40:51;viral;512;6;1;0;0;0;0; 	512   ; 	6   ; 	1   ; 	1   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/internet-things-will-huge-will-hadoop/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33363421;MIT Tech | Google Launches Effort to Build Its Own Quantum Computer...;MIT Technology Review | Google Launches Effort to Build Its Own Quantum Computer...;2014-08-25 04:40:51;sponsored;17325;72;7;0;1;1;326,91978; 	16 689   ; 	69   ; 	9   ; 	9   ; $US	243,15 ; $US	76 009,64 ;http://www.content-loop.com/google-launches-effort-build-quantum-computer/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33363421;MIT Tech | Google Launches Effort to Build Its Own Quantum Computer...;MIT Technology Review | Google Launches Effort to Build Its Own Quantum Computer...;2014-08-25 04:40:51;viral;606;5;2;0;0;0;0; 	606   ; 	5   ; 	2   ; 	2   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/google-launches-effort-build-quantum-computer/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33363341;FastCo | 4 Effective Ways The Smartest People Prioritize Their Days...;Fast Company | 4 Odd Yet Effective Ways The Smartest People Prioritize Their Days...;2014-08-25 04:40:51;sponsored;62243;482;20;5;1;8;1223,73559; 	60 226   ; 	465   ; 	34   ; 	34   ; $US	915,66 ; $US	76 009,64 ;http://www.content-loop.com/4-odd-yet-effective-ways-smartest-people-prioritize-days/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33363341;FastCo | 4 Effective Ways The Smartest People Prioritize Their Days...;Fast Company | 4 Odd Yet Effective Ways The Smartest People Prioritize Their Days...;2014-08-25 04:40:51;viral;1280;24;0;0;0;0;0; 	1 280   ; 	24   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/4-odd-yet-effective-ways-smartest-people-prioritize-days/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33240911;Forbes | The Evolution Of The Employee...;http://lnkd.in/dX86rvB...;2014-08-25 04:40:51;sponsored;59679;395;17;8;3;12;1191,39343; 	57 239   ; 	382   ; 	40   ; 	41   ; $US	882,45 ; $US	76 009,64 ;http://www.content-loop.com/evolution-employee/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33240911;Forbes | The Evolution Of The Employee...;http://lnkd.in/dX86rvB...;2014-08-25 04:40:51;viral;1626;24;2;0;0;0;0; 	1 626   ; 	24   ; 	2   ; 	2   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/evolution-employee/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33190331;The Telegraph | Google's driverless cars 'can't use 99pc of roads'...;The Daily Telegraph | Google's driverless cars 'can't use 99pc of roads'...;2014-08-25 04:40:51;sponsored;169251;1053;20;5;14;11;3143,49091; 	164 490   ; 	1 020   ; 	50   ; 	51   ; $US	2 346,81 ; $US	76 009,64 ;http://www.content-loop.com/googles-driverless-cars-cant-use-99pc-roads/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33190331;The Telegraph | Google's driverless cars 'can't use 99pc of roads'...;The Daily Telegraph | Google's driverless cars 'can't use 99pc of roads'...;2014-08-25 04:40:51;viral;2998;35;1;0;0;0;0; 	2 998   ; 	35   ; 	1   ; 	1   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/googles-driverless-cars-cant-use-99pc-roads/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33190281;ReadWrite| Heads Up! This Startup Thinks It Can Solve The Distracted.....;ReadWrite | Heads Up! This Startup Thinks It Can Solve The Distracted Driving Problem...;2014-08-25 04:40:51;sponsored;4435;18;0;0;0;0;81,30027; 	4 293   ; 	18   ; 	-     ; 	-     ; $US	60,52 ; $US	76 009,64 ;http://www.content-loop.com/heads-startup-thinks-can-solve-distracted-driving-problem/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33136641;Forbes | Forget Laptops, Smartphones & Tablets, They're Now......;Forbes | Forget Laptops, Smartphones & Tablets, They're Now Called 'Endpoints'...;2014-08-25 04:40:51;sponsored;968;2;0;0;0;0;17,40874; 	947   ; 	2   ; 	-     ; 	-     ; $US	13,05 ; $US	76 009,64 ;http://www.content-loop.com/forget-laptops-smartphones-tablets-theyre-now-called-endpoints/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33116391;Forbes | 7 Tips for Writing Emails That Get Opened...;Forbes | 7 Tips for Writing Emails That Get Opened...;2014-08-25 04:40:51;sponsored;3507;20;1;0;0;0;63,05075; 	3 426   ; 	20   ; 	1   ; 	2   ; $US	47,16 ; $US	76 009,64 ;http://www.content-loop.com/7-tips-writing-emails-get-opened/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33116391;Forbes | 7 Tips for Writing Emails That Get Opened...;Forbes | 7 Tips for Writing Emails That Get Opened...;2014-08-25 04:40:51;viral;221;2;1;0;0;0;0; 	221   ; 	2   ; 	1   ; 	1   ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/7-tips-writing-emails-get-opened/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33008311;Forbes | Where are you on the Digital Business Development Path?...;http://lnkd.in/dc8y3gR...;2014-08-25 04:40:51;sponsored;8002;43;0;0;0;1;152,18138; 	7 931   ; 	43   ; 	1   ; 	1   ; $US	114,52 ; $US	76 009,64 ;http://www.content-loop.com/digital-business-development-path/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;33008101;MIT Technology Review | How Much Is Your Privacy Worth?...;http://lnkd.in/d65jBMq...;2014-08-25 04:40:51;sponsored;603;1;0;0;0;0;11,44944; 	598   ; 	1   ; 	-     ; 	-     ; $US	8,63 ; $US	76 009,64 ;http://www.content-loop.com/much-privacy-worth/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32963981;Forbes | CMOs Of The Future Will Practice Decision Science...;http://lnkd.in/dNkxJfT...;2014-08-25 04:40:51;sponsored;984;1;0;0;0;0;18,3456; 	976   ; 	1   ; 	-     ; 	-     ; $US	13,82 ; $US	76 009,64 ;http://www.content-loop.com/cmos-future-will-practice-decision-science/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32963871;TNW | Report: People in emerging markets prefer big smartphones...;The Next Web | Report: People in emerging markets prefer big smartphones. Heres why....;2014-08-25 04:40:51;sponsored;185;0;0;0;0;0;3,77843; 	185   ; 	-     ; 	-     ; 	-     ; $US	2,86 ; $US	76 009,64 ;http://www.content-loop.com/report-people-emerging-markets-prefer-big-smartphones-heres/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32891361;The Telegraph | How an arbitrary number broke the internet yesterday...;http://lnkd.in/d8ftzbR...;2014-08-25 04:40:51;sponsored;11143;53;4;2;0;0;204,3381; 	11 026   ; 	53   ; 	6   ; 	6   ; $US	153,26 ; $US	76 009,64 ;http://www.content-loop.com/arbitrary-number-broke-internet-yesterday/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32891361;The Telegraph | How an arbitrary number broke the internet yesterday...;http://lnkd.in/d8ftzbR...;2014-08-25 04:40:51;viral;483;9;0;0;0;0;0; 	483   ; 	9   ; 	-     ; 	-     ; $US	-   ; $US	76 009,64 ;http://www.content-loop.com/arbitrary-number-broke-internet-yesterday/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32891261;Forbes | Are You Working Your Executives Too Hard?...;http://lnkd.in/dWamaju...;2014-08-25 04:40:51;sponsored;2066;6;0;0;0;0;38,85489; 	2 041   ; 	6   ; 	-     ; 	-     ; $US	29,08 ; $US	76 009,64 ;http://www.content-loop.com/working-executives-hard/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;117337601;03 Bis_US_IT, Ops_Csize 500+_CPM;32891001;Forbes| The Top 7 Technology Trends Dominating 2014...;http://lnkd.in/b-k-YN8...;2014-08-25 04:40:51;sponsored;106917;579;18;5;0;11;2033,72795; 	105 248   ; 	570   ; 	34   ; 	33   ; $US	1 531,38 ; $US	76 009,64 ;http://www.content-loop.com/top-7-technology-trends-dominating-2014/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
