DEPARTEMENT,SPECIALISTES,ANATOMIE,ANESTHESIE,BIOLOGIE,CARDIOLOGIE,CHIRURGIE,STOMATOLOGIE,TRAUMATOLOGIE,CHIR_INFANT,CHIR_PLASTIQUE,CHIR_CARDIO,CHIR_UROLOGIQUE,CHIR_VASCULAIRE,CHIR_DISGESTIVE,DERMATOLOGIE,ENDOCRINOLOGIE,GENETIQUE,GERIATRIE,GYNECOLOGIE,OBSTETRIQUE,HEMATOLOGIE,HEPATOLOGIE,MEDECINE_NUCLEAIRE,READAPTATION,NEPHROLOGIE,NEURO_CHIRURGIE,NEUROLOGIE,ORL,ONCOLOGIE,OPHTALMOLOGIE,PEDIATRIE,PNEUMOLOGIE,PSYCHIATRIE,RADIOLOGIE,RADIO_THERAPIE,REANIMATION,RHUMATOLOGIE,SPECIALITE,DEPASSEMENT
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,OPHTALMOLOGIE,11.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,READAPTATION,16.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,NEUROLOGIE,0.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,PSYCHIATRIE,13.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,NEPHROLOGIE,
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,ANATOMIE,0.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,ENDOCRINOLOGIE,98.0
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,GERIATRIE,
AVEYRON,119.3,0.0,9.1,1.5,9.1,5.1,2.5,4.0,0.0,0.0,0.0,1.1,0.7,0.4,2.9,2.2,0.0,2.5,10.1,5.0,0.7,4.0,0.7,3.6,1.1,0.0,2.9,2.5,0.4,7.3,36.5,4.7,15.6,8.7,1.1,0.7,3.6,BIOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,ANESTHESIE,8.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,REANIMATION,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CARDIOLOGIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_INFANT,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,STOMATOLOGIE,19.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_PLASTIQUE,21.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_CARDIO,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_VASCULAIRE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_DISGESTIVE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIRURGIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,NEURO_CHIRURGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,CHIR_UROLOGIQUE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,TRAUMATOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,DERMATOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,MEDECINE_NUCLEAIRE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,RADIO_THERAPIE,19.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,RADIOLOGIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,GYNECOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,OBSTETRIQUE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,HEPATOLOGIE,20.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,HEMATOLOGIE,16.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,ONCOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,MEDECINE_INTERNE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,ORL,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,GENETIQUE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,PEDIATRIE,295.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,PNEUMOLOGIE,26.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,RHUMATOLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,OPHTALMOLOGIE,55.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,READAPTATION,36.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,NEUROLOGIE,12.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,PSYCHIATRIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,NEPHROLOGIE,
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,ANATOMIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,ENDOCRINOLOGIE,28.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,GERIATRIE,0.0
BAS-RHIN,219.3,0.1,23.2,5.2,12.5,8.8,1.0,5.5,0.5,0.7,1.3,1.2,0.5,1.7,7.7,2.2,0.7,3.2,7.2,28.1,1.1,6.5,1.1,3.5,3.0,1.2,4.6,4.8,1.5,9.9,81.3,5.0,24.6,16.2,1.5,0.9,3.9,BIOLOGIE,20.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,ANESTHESIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,REANIMATION,321.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CARDIOLOGIE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_INFANT,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,STOMATOLOGIE,46.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_PLASTIQUE,44.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_CARDIO,14.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_VASCULAIRE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_DISGESTIVE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIRURGIE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,NEURO_CHIRURGIE,33.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,CHIR_UROLOGIQUE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,TRAUMATOLOGIE,18.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,DERMATOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,MEDECINE_NUCLEAIRE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,RADIO_THERAPIE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,RADIOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,GYNECOLOGIE,30.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,OBSTETRIQUE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,HEPATOLOGIE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,HEMATOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,ONCOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,MEDECINE_INTERNE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,ORL,69.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,GENETIQUE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,PEDIATRIE,0.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,PNEUMOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,RHUMATOLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,OPHTALMOLOGIE,7.0
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,READAPTATION,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,NEUROLOGIE,
BOUCHES-DU-RHONE,256.4,0.1,26.4,6.8,17.0,7.1,3.2,5.6,1.0,0.8,0.8,1.8,1.4,1.6,10.3,4.0,0.8,1.2,18.7,19.8,1.1,6.9,1.1,4.6,2.6,1.4,4.6,6.3,1.9,12.9,95.9,5.6,34.6,16.9,1.4,0.6,5.3,PSYCHIATRIE,0.0
